Frequency,MTF,NPS,NPSFit,DQE
0.928803,0.517935,0.107995,0.106706,0.224786
0.929342,0.517552,0.107442,0.106691,0.224486
0.929881,0.517169,0.106476,0.106676,0.224185
0.930421,0.516786,0.106378,0.106661,0.223885
0.93096,0.516403,0.104055,0.106646,0.223584
0.931499,0.51602,0.106685,0.106632,0.223282
0.932039,0.515637,0.105312,0.106617,0.22298
0.932578,0.515254,0.10595,0.106604,0.222678
0.933118,0.514871,0.102831,0.106591,0.222374
0.933657,0.514487,0.10614,0.106578,0.22207
0.934196,0.514104,0.106318,0.106565,0.221765
0.934736,0.513721,0.106794,0.106553,0.22146
0.935275,0.513337,0.106542,0.106542,0.221153
0.935814,0.512954,0.108444,0.106531,0.220846
0.936354,0.512571,0.107884,0.10652,0.220537
0.936893,0.512187,0.104262,0.10651,0.220228
0.937433,0.511804,0.107137,0.106501,0.219917
0.937972,0.51142,0.106822,0.106493,0.219606
0.938511,0.511037,0.107791,0.106485,0.219293
0.939051,0.510653,0.105477,0.106477,0.218979
0.93959,0.51027,0.107829,0.10647,0.218664
0.940129,0.509886,0.109041,0.106464,0.218348
0.940669,0.509503,0.108434,0.106459,0.218031
0.941208,0.509119,0.105333,0.106454,0.217714
0.941748,0.508736,0.105015,0.106449,0.217395
0.942287,0.508352,0.107152,0.106445,0.217075
0.942826,0.507968,0.108019,0.106442,0.216755
0.943366,0.507585,0.106543,0.106439,0.216434
0.943905,0.507201,0.105249,0.106436,0.216112
0.944444,0.506817,0.106725,0.106434,0.215789
0.944984,0.506434,0.10793,0.106432,0.215466
0.945523,0.50605,0.104256,0.106431,0.215143
0.946063,0.505666,0.105685,0.10643,0.214819
0.946602,0.505282,0.105825,0.106429,0.214494
0.947141,0.504898,0.105844,0.106429,0.214169
0.947681,0.504515,0.107024,0.106428,0.213844
0.94822,0.504131,0.105143,0.106429,0.213518
0.948759,0.503747,0.105578,0.106429,0.213192
0.949299,0.503363,0.10967,0.10643,0.212866
0.949838,0.502979,0.108486,0.10643,0.21254
0.950378,0.502595,0.106583,0.106431,0.212214
0.950917,0.502211,0.107061,0.106433,0.211887
0.951456,0.501827,0.107493,0.106434,0.211561
0.951996,0.501443,0.108864,0.106435,0.211235
0.952535,0.501059,0.105638,0.106437,0.210909
0.953074,0.500675,0.106129,0.106438,0.210582
0.953614,0.500291,0.105329,0.10644,0.210256
0.954153,0.499907,0.105243,0.106441,0.209931
0.954693,0.499523,0.105535,0.106443,0.209605
0.955232,0.499139,0.105046,0.106444,0.20928
0.955771,0.498755,0.105132,0.106446,0.208955
0.956311,0.498371,0.104568,0.106447,0.208631
0.95685,0.497987,0.106687,0.106448,0.208307
0.957389,0.497603,0.104171,0.10645,0.207983
0.957929,0.497219,0.105347,0.106451,0.20766
0.958468,0.496835,0.10896,0.106452,0.207338
0.959008,0.49645,0.106771,0.106452,0.207016
0.959547,0.496066,0.106333,0.106453,0.206695
0.960086,0.495682,0.105769,0.106453,0.206374
0.960626,0.495298,0.106297,0.106453,0.206054
0.961165,0.494914,0.106025,0.106453,0.205735
0.961704,0.49453,0.104475,0.106453,0.205417
0.962244,0.494145,0.106261,0.106452,0.205098
0.962783,0.493761,0.104911,0.106451,0.204781
0.963323,0.493377,0.106702,0.106451,0.204464
0.963862,0.492993,0.107262,0.10645,0.204147
0.964401,0.492608,0.107347,0.106449,0.203831
0.964941,0.492224,0.107073,0.106447,0.203516
0.96548,0.49184,0.108144,0.106446,0.2032
0.966019,0.491456,0.108032,0.106445,0.202885
0.966559,0.491071,0.108387,0.106444,0.202571
0.967098,0.490687,0.109289,0.106442,0.202256
0.967638,0.490303,0.107446,0.106441,0.201942
0.968177,0.489919,0.106366,0.10644,0.201628
0.968716,0.489534,0.104995,0.106438,0.201314
0.969256,0.48915,0.104468,0.106437,0.201001
0.969795,0.488766,0.106448,0.106436,0.200687
0.970334,0.488381,0.106862,0.106435,0.200374
0.970874,0.487997,0.108066,0.106434,0.200061
0.971413,0.487613,0.106314,0.106433,0.199747
0.971953,0.487228,0.107184,0.106432,0.199434
0.972492,0.486844,0.105335,0.106431,0.199121
0.973031,0.48646,0.106196,0.106431,0.198808
0.973571,0.486075,0.107827,0.10643,0.198494
0.97411,0.485691,0.107256,0.10643,0.198181
0.974649,0.485307,0.10645,0.10643,0.197868
0.975189,0.484922,0.106322,0.10643,0.197554
0.975728,0.484538,0.108037,0.106431,0.19724
0.976268,0.484154,0.106866,0.106432,0.196926
0.976807,0.483769,0.106929,0.106433,0.196612
0.977346,0.483385,0.107525,0.106434,0.196297
0.977886,0.483001,0.106871,0.106435,0.195982
0.978425,0.482616,0.105441,0.106437,0.195667
0.978964,0.482232,0.107276,0.106439,0.195351
0.979504,0.481848,0.105306,0.106442,0.195035
0.980043,0.481463,0.105614,0.106445,0.194719
0.980583,0.481079,0.107475,0.106448,0.194402
0.981122,0.480695,0.105869,0.106452,0.194085
0.981661,0.48031,0.10515,0.106456,0.193768
0.982201,0.479926,0.104848,0.10646,0.19345
0.98274,0.479542,0.106622,0.106465,0.193131
0.983279,0.479157,0.103796,0.10647,0.192812
0.983819,0.478773,0.108458,0.106476,0.192493
0.984358,0.478389,0.107639,0.106482,0.192173
0.984897,0.478004,0.107522,0.106488,0.191853
0.985437,0.47762,0.106328,0.106495,0.191533
0.985976,0.477236,0.105254,0.106502,0.191212
0.986516,0.476851,0.105622,0.106509,0.190891
0.987055,0.476467,0.106412,0.106517,0.19057
0.987594,0.476083,0.106817,0.106525,0.190249
0.988134,0.475699,0.108152,0.106533,0.189927
0.988673,0.475314,0.107257,0.106541,0.189605
0.989213,0.47493,0.105063,0.10655,0.189283
0.989752,0.474546,0.106634,0.106559,0.188961
0.990291,0.474162,0.105902,0.106569,0.188639
0.990831,0.473777,0.104945,0.106578,0.188316
0.99137,0.473393,0.108474,0.106588,0.187994
0.991909,0.473009,0.104147,0.106598,0.187671
0.992449,0.472625,0.109016,0.106608,0.187348
0.992988,0.472241,0.105855,0.106618,0.187026
0.993528,0.471856,0.109384,0.106629,0.186703
0.994067,0.471472,0.105332,0.10664,0.18638
0.994606,0.471088,0.104925,0.106651,0.186058
0.995146,0.470704,0.104376,0.106662,0.185735
0.995685,0.47032,0.105815,0.106673,0.185413
0.996224,0.469936,0.105707,0.106684,0.18509
0.996764,0.469551,0.105325,0.106696,0.184768
0.997303,0.469167,0.10544,0.106707,0.184446
0.997842,0.468783,0.108171,0.106719,0.184123
0.998382,0.468399,0.10783,0.106731,0.183802
0.998921,0.468015,0.107797,0.106743,0.18348
0.999461,0.467631,0.106149,0.106755,0.183158
1,0.467247,0.105389,0.106767,0.182837
